" 6.482129","9","8"
" 9.650782","4","5"
"12.188863","7","9"
"10.223648","1","18"
" 8.965340","2","4"
" 7.469021","13","3"
"18.109897","7","10"
"10.876027","11","16"
"17.756174","14","10"
" 8.386427","2","19"
"12.323688","11","7"
" 9.417784","3","4"
" 8.945493","1","1"
"12.655348","5","12"
"12.152069","5","13"
"12.275473","10","2"
" 8.829341","6","7"
"12.704198","14","20"
"12.057005","10","18"
"10.018962","7","13"
"11.068757","9","11"
"10.428490","15","20"
"12.907852","5","5"
"11.087448","5","8"
"10.593801","9","12"
"12.400648","9","15"
"15.089505","14","1"
"12.851883","5","17"
"13.430070","5","6"
"10.353078","2","7"
"15.386320","10","11"
"11.818094","14","20"
"13.198090","9","14"
"11.758923","12","7"
" 9.424579","15","6"
" 9.605990","1","4"
"10.031982","4","11"
" 6.397545","3","6"
" 9.638860","6","4"
"19.015574","10","10"
"17.484465","10","14"
" 8.326515","6","7"
"14.014488","15","15"
"10.914455","4","20"
" 9.353012","12","2"
"10.059838","4","7"
"12.417244","10","5"
" 6.516103","12","8"
"10.955511","9","12"
"10.196964","7","13"
"11.601078","6","18"
"10.937967","9","11"
"10.701585","8","18"
" 9.940691","12","2"
"10.394860","9","1"
"11.113909","7","1"
"11.416774","8","11"
"13.044616","6","11"
"15.932950","10","14"
" 9.811377","7","9"
"11.423850","3","14"
"11.504063","10","19"
"10.172733","6","12"
" 8.138977","8","19"
"12.901538","14","9"
" 8.302505","2","8"
" 7.332147","13","17"
"10.017302","2","17"
"11.327716","6","15"
"13.494756","14","18"
" 7.635969","6","5"
"10.134855","1","4"
" 4.914420","3","17"
" 9.280813","3","1"
"16.844809","8","10"
"10.961547","6","7"
"12.250832","7","15"
" 7.837156","15","3"
" 9.761055","12","4"
" 9.530661","6","18"
"10.720208","8","7"
"10.229458","7","9"
" 6.081512","11","8"
" 6.756954","1","8"
" 8.854716","4","13"
" 7.606921","13","13"
"11.162095","8","1"
"14.482298","9","10"
"10.814311","9","17"
"12.069832","7","4"
"12.205614","14","1"
" 8.355082","4","19"
"11.205602","7","12"
" 7.588642","13","20"
" 8.644105","13","1"
"11.506647","12","5"
" 9.641132","6","17"
" 7.883241","13","19"
" 8.614502","12","20"
" 7.565378","12","6"
" 6.705245","1","19"
" 7.747428","13","13"
"12.393315","5","1"
" 9.997646","15","19"
" 7.165140","6","8"
" 6.195546","1","3"
"13.337585","9","14"
"13.848941","7","16"
"12.346209","7","7"
" 7.372899","3","5"
"10.482758","6","11"
"10.204067","2","20"
"11.251899","10","9"
" 9.627331","11","8"
"16.780829","14","15"
"10.587374","10","6"
"18.210355","15","10"
" 8.976480","7","8"
"13.238490","12","15"
" 7.764524","3","1"
" 7.568876","13","9"
" 9.946154","2","5"
"15.157285","10","9"
" 7.118196","1","2"
" 8.253551","11","13"
" 7.864736","11","3"
"12.999882","10","20"
" 6.337329","15","3"
"18.045691","10","16"
"15.535383","13","10"
" 9.415680","8","20"
"10.649910","10","8"
"19.030116","5","10"
" 9.041925","12","19"
"10.080776","15","1"
"12.390193","7","2"
" 9.999749","8","1"
"13.884956","5","12"
"15.073871","12","10"
"13.694654","6","10"
" 6.447865","8","8"
"11.855871","1","16"
" 8.553148","3","9"
"12.411958","10","5"
" 6.571673","3","20"
"16.374502","11","10"
"10.564407","1","11"
"14.772717","13","10"
"16.115990","14","15"
"14.120029","6","10"
" 9.261233","6","7"
"10.839470","12","5"
" 8.690869","4","9"
" 7.794146","9","13"
"12.216246","5","13"
" 9.582889","13","7"
"20.365113","14","10"
" 9.177741","1","17"
" 6.825022","3","20"
" 8.341994","6","5"
"10.738474","3","18"
"11.187936","7","11"
"12.348679","14","20"
" 8.623388","3","1"
